event_id,data_jogo,time,mando,minuto,minuto_display,jogador_entrou,jogador_saiu,motivo
401874000,2026-07-12T22:00Z,Goiás,fora,79,79',Lourenço,Guilherme Baldória,
401874000,2026-07-12T22:00Z,CRB,casa,81,81',Lyncon,Fábio Alemão,an injury
401874000,2026-07-12T22:00Z,CRB,casa,86,86',Douglas Baggio,Thiaguinho,
401874000,2026-07-12T22:00Z,Goiás,fora,86,86',Esli García,Kadu,
401874007,2026-07-18T19:00Z,Operário PR,fora,32,32',Felipe Augusto,Hildeberto,an injury
401874005,2026-07-18T19:00Z,Ponte Preta,casa,45,45',Baianinho,Juan,
401874005,2026-07-18T19:00Z,Ponte Preta,casa,45,45',Brandão,David da Hora,
401874005,2026-07-18T19:00Z,Goiás,fora,57,57',Lucas Ribeiro,Ramon,
401874005,2026-07-18T19:00Z,Ponte Preta,casa,58,58',Diego Porfírio,Miguel,
401874005,2026-07-18T19:00Z,Goiás,fora,66,66',Luisão,Rodrigo Soares,
401874005,2026-07-18T19:00Z,Goiás,fora,67,67',Nicolas,Djalma Silva,
401874005,2026-07-18T19:00Z,Goiás,fora,67,67',Lourenço,Lucas Lima,
401874007,2026-07-18T19:00Z,Sport,casa,68,68',Pedro Martins,Fábio Matheus,an injury
401874007,2026-07-18T19:00Z,Operário PR,fora,72,72',Vinícius Mingotti,Aylon,
401874007,2026-07-18T19:00Z,Operário PR,fora,72,72',Pedro Vilhena,Caio Dantas,
401874005,2026-07-18T19:00Z,Ponte Preta,casa,74,74',Nicolas Silva,Diego Leão,
401874007,2026-07-18T19:00Z,Sport,casa,81,81',Edson Lucas,Marlon Douglas,
401874007,2026-07-18T19:00Z,Sport,casa,81,81',Zé Roberto,Perotti,
401874005,2026-07-18T19:00Z,Goiás,fora,82,82',Gegê,Jean Carlos,
401874007,2026-07-18T19:00Z,Operário PR,fora,83,83',Índio,Matheus Trindade,
401874007,2026-07-18T19:00Z,Operário PR,fora,83,83',Maguinho,Neto Paraíba,
401874005,2026-07-18T19:00Z,Ponte Preta,casa,86,86',Rodriguinho,Julio,
401874007,2026-07-18T19:00Z,Sport,casa,88,88',Diego Hernández,Biel,
