team_id,time,faixa_minuto,gols,pct
3395,Goiás,0-15,1,4.17
3395,Goiás,16-30,0,0.0
3395,Goiás,31-45,4,16.67
3395,Goiás,46-60,6,25.0
3395,Goiás,61-75,7,29.17
3395,Goiás,76-90,3,12.5
3395,Goiás,90+,3,12.5
7635,Sport,0-15,1,5.88
7635,Sport,16-30,6,35.29
7635,Sport,31-45,2,11.76
7635,Sport,46-60,2,11.76
7635,Sport,61-75,1,5.88
7635,Sport,76-90,2,11.76
7635,Sport,90+,3,17.65
