event_id,updated_at,status,status_detail,clock,periodo,time_casa,gols_casa,time_fora,gols_fora,formacao_casa,formacao_fora,total_gols,total_cartoes,total_substituicoes
401860248,2026-07-22T18:06:22.417684+00:00,STATUS_SCHEDULED,"Wed, July 22nd at 7:30 PM EDT",0',,Goiás,0,Sport,0,,,0,0,0
