partida,competicao,data_hora,local,classificacao_goias,classificacao_sport,momento_sport
Goias x Sport Recife,Campeonato Brasileiro Serie B 2026 - 19a Rodada,2026-07-22 20:30,"Estadio Haile Pinheiro (Serrinha), Goiania",7o (28 pts),9o (27 pts),7 jogos sem vitoria
